,image,final_labels,labels
13431,../images/sparrow_s_002295.png,,2
41959,../images/gelding_s_001075.png,,7
47792,../images/bufo_bufo_s_001579.png,,6
59809,../images/tabby_cat_s_000012.png,,3
34109,../images/attack_aircraft_s_000784.png,,0
29913,../images/rana_temporaria_s_001406.png,,6
51040,../images/dawn_horse_s_002114.png,,7
11222,../images/tabby_cat_s_001455.png,,3
47150,../images/american_toad_s_000325.png,,6
50348,../images/powerboat_s_001361.png,,8
10295,../images/stud_mare_s_000579.png,,7
138,../images/anthus_pratensis_s_001071.png,,2
6572,../images/bufo_viridis_s_001073.png,,6
26016,../images/trucking_rig_s_000028.png,,9
7395,../images/alces_alces_s_001495.png,,4
57435,../images/broodmare_s_001346.png,,7
51260,../images/wagon_s_002306.png,,1
65158,../images/pine_tree_s_000502.png,59.0,27
68743,../images/bell_pepper_s_001487.png,83.0,24
32110,../images/trucking_rig_s_001542.png,,9
16578,../images/canis_familiaris_s_001116.png,,5
29093,../images/bufo_calamita_s_000055.png,,6
20805,../images/cassowary_s_001380.png,,2
21825,../images/stealth_fighter_s_001465.png,,0
4270,../images/fighter_s_000524.png,,0
333,../images/felis_catus_s_000853.png,,3
12404,../images/tractor_s_000319.png,,9
25928,../images/ratite_bird_s_000037.png,,2
30586,../images/tabby_cat_s_000840.png,,3
53061,../images/equus_caballus_s_000158.png,,7
24747,../images/nandu_s_000793.png,,2
70969,../images/baby_s_000722.png,2.0,24
60509,../images/pine_s_000024.png,59.0,27
6097,../images/ostrich_s_001201.png,,2
71497,../images/cichlid_s_002255.png,1.0,11
1893,../images/dump_truck_s_001687.png,,9
52172,../images/toy_spaniel_s_000304.png,,5
51195,../images/spadefoot_s_000801.png,,6
40770,../images/muntjac_s_001059.png,,4
45200,../images/emu_s_000264.png,,2
72311,../images/female_child_s_000603.png,35.0,24
7322,../images/cervus_elaphus_s_000854.png,,4
55319,../images/broodmare_s_001716.png,,7
54630,../images/lark_s_001616.png,,2
74801,../images/sweet_pepper_s_000146.png,83.0,24
42470,../images/gelding_s_002023.png,,7
42255,../images/male_horse_s_000663.png,,7
54294,../images/monoplane_s_000118.png,,0
14515,../images/dump_truck_s_001207.png,,9
39251,../images/dawn_horse_s_000962.png,,7
34634,../images/maltese_s_001134.png,,5
45467,../images/tabby_cat_s_002745.png,,3
36106,../images/biplane_s_000689.png,,0
62544,../images/plaice_s_000550.png,32.0,11
14692,../images/buckskin_s_000378.png,,7
14651,../images/house_cat_s_001329.png,,3
329,../images/stallion_s_001256.png,,7
60548,../images/mushroom_s_002264.png,51.0,24
16744,../images/delivery_truck_s_000741.png,,9
58626,../images/motorcar_s_001967.png,,1
66999,../images/orchid_s_001277.png,54.0,12
70383,../images/pine_s_000384.png,59.0,27
28843,../images/canis_familiaris_s_001209.png,,5
13029,../images/bufo_bufo_s_000554.png,,6
52318,../images/alauda_arvensis_s_000092.png,,2
28477,../images/cat_s_001030.png,,3
2664,../images/trucking_rig_s_000673.png,,9
64584,../images/willow_tree_s_000728.png,96.0,27
72320,../images/date_palm_s_000710.png,56.0,27
84,../images/stallion_s_000040.png,,7
54757,../images/cervus_unicolor_s_000049.png,,4
10433,../images/dunnock_s_000723.png,,2
12294,../images/fighter_aircraft_s_001742.png,,0
53436,../images/elk_s_002491.png,,4
46117,../images/broodmare_s_001402.png,,7
20854,../images/trucking_rig_s_000153.png,,9
33258,../images/stealth_bomber_s_002130.png,,0
52959,../images/lipizzan_s_001757.png,,7
16027,../images/oil_tanker_s_001702.png,,8
54262,../images/deer_s_001139.png,,4
21640,../images/house_cat_s_001386.png,,3
54954,../images/police_cruiser_s_001100.png,,1
66292,../images/black_woman_s_000477.png,98.0,24
21274,../images/house_cat_s_002001.png,,3
55433,../images/domestic_cat_s_001793.png,,3
18409,../images/cervus_elaphus_s_000657.png,,4
8876,../images/tabby_s_000124.png,,3
59485,../images/walking_horse_s_000504.png,,7
32339,../images/green_frog_s_000385.png,,6
54683,../images/fawn_s_001606.png,,4
54470,../images/biplane_s_000480.png,,0
56369,../images/fire_truck_s_000893.png,,9
34632,../images/rana_clamitans_s_000060.png,,6
7035,../images/barking_deer_s_000434.png,,4
53568,../images/multiengine_airplane_s_000324.png,,0
25376,../images/alley_cat_s_001051.png,,3
53238,../images/bufo_bufo_s_001172.png,,6
23023,../images/camion_s_000648.png,,9
24820,../images/arab_s_000362.png,,7
56835,../images/mutt_s_001393.png,,5
8920,../images/convertible_s_001290.png,,1
60969,../images/bell_pepper_s_000667.png,83.0,24
66352,../images/boy_s_000283.png,11.0,24
17484,../images/bufo_viridis_s_000531.png,,6
52624,../images/sea_boat_s_001828.png,,8
29147,../images/pontoon_s_000279.png,,8
2376,../images/house_cat_s_000181.png,,3
45890,../images/container_ship_s_000621.png,,8
27862,../images/propeller_plane_s_000970.png,,0
29426,../images/pickerel_frog_s_000214.png,,6
19512,../images/barking_deer_s_000197.png,,4
41964,../images/station_waggon_s_000058.png,,1
20575,../images/rangifer_caribou_s_000133.png,,4
13282,../images/mule_deer_s_002576.png,,4
5156,../images/pekingese_s_000768.png,,5
10224,../images/cervus_elaphus_s_000141.png,,4
108,../images/accentor_s_000303.png,,2
61663,../images/sweet_pepper_s_000367.png,83.0,24
682,../images/bufo_calamita_s_000043.png,,6
64084,../images/white_woman_s_001339.png,98.0,24
24767,../images/compact_car_s_001414.png,,1
43019,../images/bird_of_passage_s_000059.png,,2
62948,../images/shark_s_000643.png,73.0,11
70607,../images/macoun_s_000827.png,0.0,24
56064,../images/japanese_spaniel_s_001161.png,,5
59771,../images/mule_deer_s_000350.png,,4
53712,../images/barking_deer_s_000027.png,,4
12872,../images/domestic_cat_s_001273.png,,3
4048,../images/dive_bomber_s_001125.png,,0
45583,../images/maltese_s_000666.png,,5
61688,../images/rose_s_001901.png,70.0,12
33841,../images/cat_s_000438.png,,3
10694,../images/red_deer_s_000540.png,,4
31535,../images/cat_s_002187.png,,3
55210,../images/toy_spaniel_s_000910.png,,5
4658,../images/police_boat_s_000682.png,,8
12846,../images/roe_deer_s_000822.png,,4
34468,../images/river_boat_s_000634.png,,8
18863,../images/dunnock_s_000226.png,,2
63797,../images/cichlid_fish_s_001050.png,1.0,11
8382,../images/twinjet_s_000419.png,,0
14145,../images/auto_s_000986.png,,1
67597,../images/infant_s_001200.png,2.0,24
51454,../images/cat_s_000700.png,,3
70023,../images/sweet_orange_s_000417.png,53.0,24
3584,../images/passenger_ship_s_002252.png,,8
17897,../images/domestic_cat_s_000364.png,,3
22147,../images/boat_s_002393.png,,8
48381,../images/maltese_s_000147.png,,5
29792,../images/beach_wagon_s_000746.png,,1
56115,../images/boat_s_001268.png,,8
74849,../images/tulip_s_001909.png,92.0,12
33166,../images/puppy_s_002149.png,,5
59675,../images/moose_s_000251.png,,4
62300,../images/tulip_s_002122.png,92.0,12
23,../images/bufo_s_001242.png,,6
12937,../images/mongrel_s_002047.png,,5
56639,../images/wagon_s_001104.png,,1
21745,../images/aerial_ladder_truck_s_000559.png,,9
72080,../images/willow_s_000103.png,96.0,27
38836,../images/truck_s_000539.png,,9
66009,../images/black_woman_s_000650.png,98.0,24
44613,../images/auto_s_001116.png,,1
1275,../images/tennessee_walking_horse_s_000240.png,,7
62956,../images/tulipa_clusiana_s_000060.png,92.0,12
57824,../images/bookmobile_s_000738.png,,9
8342,../images/dive_bomber_s_000395.png,,0
38943,../images/jetliner_s_000808.png,,0
419,../images/tipper_truck_s_000416.png,,9
5802,../images/broodmare_s_000804.png,,7
62209,../images/rose_s_000735.png,70.0,12
24221,../images/roe_deer_s_000972.png,,4
38400,../images/house_cat_s_001345.png,,3
33930,../images/tipper_truck_s_001815.png,,9
25484,../images/pipit_s_001727.png,,2
12322,../images/chihuahua_s_000195.png,,5
38050,../images/rana_catesbeiana_s_000374.png,,6
68063,../images/shark_s_001006.png,73.0,11
70690,../images/shark_s_000036.png,73.0,11
70469,../images/eagle_ray_s_000136.png,67.0,11
67359,../images/cichlid_fish_s_001243.png,1.0,11
65005,../images/pine_tree_s_002402.png,59.0,27
53674,../images/domestic_cat_s_001753.png,,3
62520,../images/valencia_orange_s_000087.png,53.0,24
19455,../images/domestic_cat_s_001331.png,,3
41146,../images/dive_bomber_s_000374.png,,0
46100,../images/police_boat_s_000249.png,,8
1125,../images/gelding_s_002297.png,,7
7139,../images/toy_spaniel_s_001399.png,,5
23092,../images/dog_s_001579.png,,5
25090,../images/lipizzan_s_001577.png,,7
1716,../images/walking_horse_s_000739.png,,7
19803,../images/moose_s_002049.png,,4
9716,../images/accentor_s_000065.png,,2
28741,../images/maltese_dog_s_000940.png,,5
58056,../images/station_wagon_s_001329.png,,1
26102,../images/maltese_s_000223.png,,5
41783,../images/gelding_s_000002.png,,7
13101,../images/bullfrog_s_000579.png,,6
36739,../images/tank_ship_s_001675.png,,8
32813,../images/felis_catus_s_000452.png,,3
26413,../images/leopard_frog_s_001983.png,,6
61068,../images/mackerel_shark_s_000002.png,73.0,11
45930,../images/american_elk_s_001589.png,,4
16202,../images/ostrich_s_000679.png,,2
20919,../images/rana_temporaria_s_000044.png,,6
50136,../images/lorry_s_001958.png,,9
20010,../images/tennessee_walking_horse_s_000706.png,,7
19191,../images/toy_dog_s_000820.png,,5
66265,../images/rose_s_001111.png,70.0,12
34989,../images/airbus_s_002098.png,,0
2333,../images/cargo_vessel_s_001433.png,,8
31453,../images/fire_truck_s_000905.png,,9
28664,../images/prunella_modularis_s_000393.png,,2
40351,../images/maltese_dog_s_000307.png,,5
53539,../images/true_cat_s_000852.png,,3
13234,../images/automobile_s_001399.png,,1
35342,../images/bufo_bufo_s_001031.png,,6
18697,../images/airliner_s_000537.png,,0
12034,../images/rana_pipiens_s_000069.png,,6
68573,../images/sunflower_s_000025.png,82.0,12
62673,../images/feather_palm_s_000112.png,56.0,27
10804,../images/fighter_aircraft_s_001485.png,,0
5392,../images/convertible_s_001894.png,,1
645,../images/pickerel_frog_s_000242.png,,6
11593,../images/minelayer_s_000717.png,,8
47446,../images/jumbojet_s_000686.png,,0
63043,../images/white_woman_s_001160.png,98.0,24
19745,../images/auto_s_001292.png,,1
74883,../images/navel_orange_s_000129.png,53.0,24
5282,../images/coupe_s_000835.png,,1
39988,../images/appaloosa_s_001531.png,,7
15445,../images/pickerel_frog_s_000109.png,,6
14346,../images/pekingese_s_001112.png,,5
4395,../images/fallow_deer_s_000606.png,,4
54434,../images/bird_of_passage_s_000518.png,,2
34131,../images/multiengine_airplane_s_000293.png,,0
70522,../images/tulipa_clusiana_s_000038.png,92.0,12
48003,../images/coupe_s_001883.png,,1
74235,../images/stingray_s_001665.png,67.0,11
72642,../images/roble_s_000247.png,52.0,27
57784,../images/lipizzan_s_002005.png,,7
23377,../images/attack_aircraft_s_000572.png,,0
13953,../images/house_cat_s_001987.png,,3
28106,../images/robber_frog_s_000010.png,,6
48719,../images/felis_domesticus_s_000598.png,,3
4446,../images/pontoon_s_001356.png,,8
54624,../images/pekingese_s_002492.png,,5
21806,../images/bufo_calamita_s_000401.png,,6
55135,../images/estate_car_s_000505.png,,1
42464,../images/machine_s_000136.png,,1
54357,../images/mule_deer_s_000968.png,,4
12636,../images/roe_deer_s_001464.png,,4
71782,../images/bosc_s_001106.png,57.0,24
55224,../images/stealth_bomber_s_000360.png,,0
6646,../images/container_vessel_s_001438.png,,8
3739,../images/toad_s_002849.png,,6
41364,../images/tabby_cat_s_000742.png,,3
25744,../images/speedboat_s_001941.png,,8
24834,../images/stealth_fighter_s_001801.png,,0
65441,../images/eagle_ray_s_000127.png,67.0,11
24665,../images/car_s_001403.png,,1
73613,../images/goldfish_s_000648.png,1.0,11
15991,../images/bufo_microscaphus_s_000009.png,,6
60659,../images/salix_alba_s_000177.png,96.0,27
57285,../images/automobile_s_002547.png,,1
34647,../images/cat_s_001565.png,,3
569,../images/feist_s_000354.png,,5
54318,../images/police_cruiser_s_000041.png,,1
39590,../images/oil_tanker_s_001387.png,,8
27437,../images/rana_catesbeiana_s_000716.png,,6
47313,../images/felis_catus_s_000278.png,,3
70883,../images/man_s_000128.png,46.0,24
10423,../images/chihuahua_s_000386.png,,5
37019,../images/lipizzan_s_001019.png,,7
28670,../images/stallion_s_000130.png,,7
31636,../images/honey_eater_s_001145.png,,2
33681,../images/dawn_horse_s_000751.png,,7
34075,../images/true_frog_s_000483.png,,6
50039,../images/pekingese_s_002007.png,,5
18217,../images/bullfrog_s_000635.png,,6
38973,../images/pickerel_frog_s_000816.png,,6
36333,../images/cruiser_s_000776.png,,1
56212,../images/dawn_horse_s_002170.png,,7
26857,../images/maltese_s_000759.png,,5
46486,../images/airbus_s_000891.png,,0
66324,../images/red_delicious_s_002109.png,0.0,24
47627,../images/bufo_americanus_s_000070.png,,6
74714,../images/morel_s_000654.png,51.0,24
64961,../images/silver_maple_s_000114.png,47.0,27
25614,../images/convertible_s_001997.png,,1
3885,../images/boat_s_002568.png,,8
47908,../images/sambar_s_000904.png,,4
9480,../images/shooting_brake_s_001566.png,,1
30102,../images/struthio_camelus_s_000516.png,,2
51912,../images/stealth_bomber_s_000756.png,,0
43142,../images/mutt_s_002298.png,,5
20426,../images/bird_s_001239.png,,2
19960,../images/buckskin_s_000171.png,,7
70054,../images/cohune_s_000257.png,56.0,27
37524,../images/cargo_vessel_s_000090.png,,8
14572,../images/tipper_truck_s_000088.png,,9
30900,../images/elk_s_001760.png,,4
35866,../images/car_s_001187.png,,1
17834,../images/anthus_pratensis_s_000285.png,,2
7030,../images/stud_mare_s_001508.png,,7
3419,../images/container_vessel_s_000223.png,,8
53433,../images/rangifer_tarandus_s_000085.png,,4
17155,../images/felis_catus_s_000290.png,,3
8178,../images/anthus_pratensis_s_001205.png,,2
52338,../images/spring_frog_s_000957.png,,6
32846,../images/domestic_cat_s_000373.png,,3
50658,../images/rangifer_tarandus_s_000348.png,,4
33131,../images/house_cat_s_001663.png,,3
18221,../images/tanker_s_001324.png,,8
71433,../images/valley_girl_s_000127.png,35.0,24
58259,../images/cabin_cruiser_s_001444.png,,8
26573,../images/tabby_s_001147.png,,3
21344,../images/arabian_s_002458.png,,7
559,../images/struthio_camelus_s_000331.png,,2
64033,../images/cohune_s_000445.png,56.0,27
43582,../images/american_elk_s_001394.png,,4
42773,../images/tabby_s_001165.png,,3
61947,../images/orchid_s_000863.png,54.0,12
40423,../images/convertible_s_001428.png,,1
728,../images/rana_pipiens_s_000570.png,,6
1769,../images/house_cat_s_001770.png,,3
36458,../images/dump_truck_s_000484.png,,9
65914,../images/female_child_s_000294.png,35.0,24
37876,../images/puppy_s_000830.png,,5
64447,../images/adam_s_002390.png,46.0,24
38085,../images/tabby_cat_s_000141.png,,3
54768,../images/dumper_s_001915.png,,9
6824,../images/bufo_calamita_s_000161.png,,6
66041,../images/butterfly_orchid_s_000362.png,54.0,12
9301,../images/pekingese_s_000952.png,,5
7112,../images/passenger_ship_s_000727.png,,8
8659,../images/broodmare_s_000615.png,,7
56285,../images/racing_boat_s_000254.png,,8
9127,../images/convertible_s_002067.png,,1
8312,../images/lipizzan_s_001452.png,,7
29518,../images/jumbojet_s_001399.png,,0
69313,../images/yellowtail_flounder_s_000178.png,32.0,11
55579,../images/lorry_s_001132.png,,9
17460,../images/station_wagon_s_002046.png,,1
1047,../images/southwestern_toad_s_000100.png,,6
47775,../images/house_cat_s_000295.png,,3
13722,../images/shooting_brake_s_001582.png,,1
40225,../images/dunnock_s_000061.png,,2
46398,../images/capreolus_capreolus_s_000680.png,,4
50501,../images/pickerel_frog_s_000017.png,,6
34672,../images/male_horse_s_000238.png,,7
20174,../images/mouser_s_000765.png,,3
28289,../images/capreolus_capreolus_s_001055.png,,4
41844,../images/convertible_s_000451.png,,1
34678,../images/rana_clamitans_s_000036.png,,6
74550,../images/pine_tree_s_001203.png,59.0,27
64819,../images/bell_pepper_s_000587.png,83.0,24
41739,../images/estate_car_s_000847.png,,1
48205,../images/passerine_s_000577.png,,2
7466,../images/passerine_s_001234.png,,2
50175,../images/truck_s_001968.png,,9
47132,../images/alley_cat_s_002784.png,,3
40025,../images/walking_horse_s_000071.png,,7
9357,../images/tomcat_s_000387.png,,3
50171,../images/dumper_s_000216.png,,9
62816,../images/coast_live_oak_s_000291.png,52.0,27
67922,../images/sweet_pepper_s_000008.png,83.0,24
9117,../images/cargo_vessel_s_002060.png,,8
54252,../images/dump_truck_s_001553.png,,9
11036,../images/capreolus_capreolus_s_000966.png,,4
48491,../images/merchantman_s_000972.png,,8
2694,../images/bufo_bufo_s_001359.png,,6
1851,../images/deer_s_000771.png,,4
11815,../images/cassowary_s_002242.png,,2
23172,../images/container_ship_s_000061.png,,8
33605,../images/gelding_s_000085.png,,7
18989,../images/tipper_truck_s_000072.png,,9
37360,../images/toy_dog_s_001881.png,,5
3841,../images/green_frog_s_001058.png,,6
43682,../images/capreolus_capreolus_s_000974.png,,4
69813,../images/pinus_cembroides_s_000016.png,59.0,27
66695,../images/pine_s_001485.png,59.0,27
63429,../images/poppy_s_001318.png,62.0,12
35286,../images/fighter_aircraft_s_001069.png,,0
8399,../images/freighter_s_001636.png,,8
8268,../images/airliner_s_000845.png,,0
37557,../images/dredger_s_001072.png,,8
46942,../images/appaloosa_s_001397.png,,7
63137,../images/mushroom_s_000996.png,51.0,24
30489,../images/shooting_brake_s_000300.png,,1
4670,../images/cargo_vessel_s_000192.png,,8
27279,../images/japanese_spaniel_s_000449.png,,5
6070,../images/felis_catus_s_000474.png,,3
58937,../images/lippizaner_s_001578.png,,7
48950,../images/mule_deer_s_001593.png,,4
17031,../images/coupe_s_000634.png,,1
38582,../images/canis_familiaris_s_000557.png,,5
60118,../images/macoun_s_000028.png,0.0,24
44836,../images/truck_s_001592.png,,9
11318,../images/toad_frog_s_000817.png,,6
36565,../images/arabian_s_002365.png,,7
66749,../images/northern_red_oak_s_000569.png,52.0,27
20365,../images/mutt_s_002081.png,,5
62193,../images/verpa_bohemica_s_000016.png,51.0,24
15739,../images/tabby_s_000199.png,,3
60764,../images/butterfly_orchid_s_000910.png,54.0,12
66281,../images/winter_flounder_s_000792.png,32.0,11
60482,../images/toddy_palm_s_000130.png,56.0,27
11338,../images/gelding_s_001219.png,,7
19250,../images/dawn_horse_s_002039.png,,7
14995,../images/car_s_001469.png,,1
66771,../images/tulip_s_000156.png,92.0,12
37429,../images/tabby_cat_s_000703.png,,3
53483,../images/stealth_fighter_s_001684.png,,0
57726,../images/woodland_caribou_s_000452.png,,4
21145,../images/struthio_camelus_s_000019.png,,2
42756,../images/midwife_toad_s_000255.png,,6
921,../images/leopard_frog_s_001231.png,,6
6823,../images/canal_boat_s_000056.png,,8
45766,../images/camion_s_000274.png,,9
55202,../images/trucking_rig_s_001480.png,,9
52905,../images/fawn_s_000556.png,,4
33082,../images/gelding_s_001094.png,,7
35681,../images/meadow_pipit_s_000921.png,,2
9996,../images/truck_s_000036.png,,9
67723,../images/mako_s_001889.png,73.0,11
9872,../images/fallow_deer_s_000438.png,,4
55405,../images/flying_bird_s_001141.png,,2
22104,../images/meadow_pipit_s_000260.png,,2
17910,../images/lippizan_s_000076.png,,7
21488,../images/amphibious_aircraft_s_000695.png,,0
3343,../images/dawn_horse_s_001861.png,,7
71265,../images/black_woman_s_000349.png,98.0,24
9505,../images/saddle_horse_s_000583.png,,7
66109,../images/tulip_s_001435.png,92.0,12
60665,../images/lady_tulip_s_000263.png,92.0,12
38286,../images/arabian_s_000444.png,,7
64683,../images/baby_s_002469.png,2.0,24
15240,../images/stealth_bomber_s_001899.png,,0
55679,../images/amphibious_aircraft_s_000877.png,,0
27497,../images/jumbo_jet_s_001183.png,,0
11175,../images/passerine_s_001375.png,,2
26927,../images/rowboat_s_000493.png,,8
40009,../images/ostrich_s_001561.png,,2
62268,../images/eating_apple_s_000618.png,0.0,24
11456,../images/bird_s_001062.png,,2
46701,../images/multiengine_plane_s_000056.png,,0
53881,../images/lippizaner_s_000651.png,,7
20374,../images/fallow_deer_s_000848.png,,4
50428,../images/monoplane_s_000633.png,,0
10317,../images/cargo_ship_s_002279.png,,8
14539,../images/dredger_s_001292.png,,8
22249,../images/fighter_aircraft_s_000046.png,,0
42310,../images/capreolus_capreolus_s_000642.png,,4
18482,../images/tabby_cat_s_002137.png,,3
67543,../images/sugar_maple_s_001687.png,47.0,27
30984,../images/buckskin_s_000161.png,,7
58839,../images/convertible_s_001398.png,,1
65206,../images/acer_saccharinum_s_001006.png,47.0,27
24703,../images/king_charles_spaniel_s_000167.png,,5
38935,../images/compact_car_s_001791.png,,1
5232,../images/estate_car_s_000036.png,,1
1375,../images/sea_boat_s_002206.png,,8
27406,../images/lippizan_s_001376.png,,7
2646,../images/icebreaker_s_000428.png,,8
20969,../images/stealth_fighter_s_000174.png,,0
31390,../images/sea_boat_s_001372.png,,8
40211,../images/fighter_aircraft_s_001711.png,,0
73899,../images/infant_s_000346.png,2.0,24
7717,../images/lippizaner_s_000898.png,,7
23430,../images/tabby_cat_s_001875.png,,3
71556,../images/butterfly_ray_s_000891.png,67.0,11
41344,../images/lipizzan_s_002006.png,,7
15303,../images/cassowary_s_002229.png,,2
57738,../images/sparrow_s_000046.png,,2
15319,../images/pekingese_s_000224.png,,5
50970,../images/lorry_s_000851.png,,9
74604,../images/willow_tree_s_000747.png,96.0,27
22451,../images/station_wagon_s_000407.png,,1
25216,../images/dama_dama_s_001680.png,,4
21786,../images/moving_van_s_002374.png,,9
64948,../images/plaice_s_000072.png,32.0,11
48005,../images/tabby_cat_s_000120.png,,3
71770,../images/valencia_orange_s_000389.png,53.0,24
71689,../images/baby_s_002685.png,2.0,24
65433,../images/palm_tree_s_001046.png,56.0,27
27671,../images/canis_familiaris_s_001468.png,,5
18015,../images/tabby_cat_s_000699.png,,3
33855,../images/gelding_s_001850.png,,7
47595,../images/bullfrog_s_000472.png,,6
55069,../images/trucking_rig_s_000960.png,,9
45080,../images/bufo_viridis_s_000086.png,,6
15608,../images/toad_s_000202.png,,6
56287,../images/pekingese_s_002713.png,,5
48509,../images/aerial_ladder_truck_s_001436.png,,9
37980,../images/quarter_horse_s_001692.png,,7
9323,../images/toad_s_002199.png,,6
49870,../images/rhea_americana_s_000552.png,,2
72814,../images/rainbow_trout_s_001020.png,91.0,11
68902,../images/mako_shark_s_000165.png,73.0,11
10227,../images/bufo_debilis_s_000136.png,,6
68839,../images/orchid_s_001133.png,54.0,12
56790,../images/lipizzan_s_000052.png,,7
3825,../images/bufo_marinus_s_000038.png,,6
43882,../images/tipper_s_000675.png,,9
11595,../images/lipizzan_s_000935.png,,7
13454,../images/dump_truck_s_001210.png,,9
52503,../images/container_vessel_s_000518.png,,8
38800,../images/packet_boat_s_000947.png,,8
23603,../images/fallow_deer_s_000551.png,,4
39591,../images/domestic_dog_s_001287.png,,5
13441,../images/bullfrog_s_000632.png,,6
47697,../images/tipper_truck_s_001220.png,,9
7570,../images/tipper_truck_s_000323.png,,9
24122,../images/broodmare_s_000865.png,,7
13986,../images/mouser_s_001287.png,,3
27854,../images/hydrofoil_s_000564.png,,8
48739,../images/sparrow_s_001226.png,,2
9832,../images/toy_spaniel_s_000958.png,,5
59954,../images/stealth_bomber_s_001435.png,,0
3329,../images/jetliner_s_000326.png,,0
32436,../images/stealth_fighter_s_000691.png,,0
64418,../images/butterfly_ray_s_000861.png,67.0,11
46329,../images/puppy_s_002489.png,,5
30537,../images/multiengine_airplane_s_000207.png,,0
31706,../images/bufo_americanus_s_001629.png,,6
34540,../images/car_s_001759.png,,1
19638,../images/riding_horse_s_001830.png,,7
29133,../images/car_s_000221.png,,1
69528,../images/orchid_s_001764.png,54.0,12
54525,../images/monoplane_s_000096.png,,0
15890,../images/emu_s_001984.png,,2
58676,../images/supertanker_s_000289.png,,8
6096,../images/bufo_calamita_s_000677.png,,6
69908,../images/young_lady_s_000113.png,35.0,24
68993,../images/golden_delicious_s_001441.png,0.0,24
43988,../images/coupe_s_000344.png,,1
9374,../images/broodmare_s_001849.png,,7
11997,../images/odocoileus_hemionus_s_000624.png,,4
68617,../images/baby_s_002821.png,2.0,24
55416,../images/moving_van_s_002574.png,,9
59446,../images/lapdog_s_000006.png,,5
18651,../images/tabby_s_000563.png,,3
53237,../images/truck_s_001867.png,,9
67130,../images/butterfly_ray_s_000773.png,67.0,11
29902,../images/sparrow_s_001846.png,,2
16321,../images/maltese_dog_s_000772.png,,5
4295,../images/biplane_s_002002.png,,0
72365,../images/black_woman_s_000246.png,98.0,24
62389,../images/pinon_pine_s_000084.png,59.0,27
27705,../images/finch_s_000303.png,,2
53688,../images/toy_dog_s_000710.png,,5
1543,../images/arabian_s_000323.png,,7
64770,../images/salix_amygdalina_s_000004.png,96.0,27
4871,../images/lippizaner_s_000940.png,,7
54895,../images/convertible_s_000179.png,,1
40747,../images/airbus_s_001651.png,,0
21294,../images/ship_s_001870.png,,8
63694,../images/tulip_s_000639.png,92.0,12
19623,../images/dog_s_002309.png,,5
62335,../images/acer_saccharinum_s_000369.png,47.0,27
1405,../images/tabby_cat_s_000608.png,,3
49646,../images/tabby_s_001287.png,,3
74362,../images/trout_s_001013.png,91.0,11
64700,../images/lady_tulip_s_000104.png,92.0,12
16643,../images/puppy_s_001353.png,,5
24846,../images/caribou_s_001851.png,,4
2748,../images/mongrel_s_001611.png,,5
37483,../images/flatboat_s_000049.png,,8
16468,../images/tennessee_walker_s_001483.png,,7
59781,../images/tabby_s_000412.png,,3
20926,../images/pickerel_frog_s_001056.png,,6
56026,../images/felis_domesticus_s_000318.png,,3
38581,../images/dive_bomber_s_000502.png,,0
6137,../images/compact_car_s_001807.png,,1
73163,../images/rose_s_000438.png,70.0,12
22494,../images/dump_truck_s_001890.png,,9
23232,../images/station_wagon_s_001015.png,,1
72002,../images/willow_tree_s_000913.png,96.0,27
44799,../images/stealth_fighter_s_000975.png,,0
21260,../images/cervus_sika_s_000033.png,,4
50508,../images/tipper_s_000341.png,,9
73261,../images/quercus_robur_s_000430.png,52.0,27
4345,../images/dump_truck_s_000681.png,,9
46543,../images/iceboat_s_000441.png,,8
54673,../images/propeller_plane_s_000624.png,,0
40873,../images/monoplane_s_000357.png,,0
50692,../images/flying_bird_s_001013.png,,2
31513,../images/walking_horse_s_000013.png,,7
13185,../images/lipizzan_s_001069.png,,7
55012,../images/leopard_frog_s_001196.png,,6
73738,../images/poppy_s_001048.png,62.0,12
24264,../images/dunnock_s_000198.png,,2
73558,../images/macoun_s_000551.png,0.0,24
72921,../images/rainbow_trout_s_001221.png,91.0,11
3630,../images/stag_s_002885.png,,4
58482,../images/convertible_s_000141.png,,1
52154,../images/blenheim_spaniel_s_000259.png,,5
18935,../images/airbus_s_000383.png,,0
52196,../images/cargo_vessel_s_001069.png,,8
25897,../images/aerial_ladder_truck_s_000321.png,,9
28138,../images/propeller_plane_s_000224.png,,0
22757,../images/pekingese_s_000433.png,,5
70425,../images/willow_tree_s_001684.png,96.0,27
18751,../images/quarter_horse_s_001805.png,,7
69277,../images/tulip_s_000246.png,92.0,12
55444,../images/walking_horse_s_000669.png,,7
4621,../images/jetliner_s_000979.png,,0
48391,../images/flying_bird_s_000196.png,,2
28549,../images/tractor_trailer_s_002182.png,,9
64297,../images/palm_tree_s_001425.png,56.0,27
1329,../images/attack_aircraft_s_001728.png,,0
71346,../images/trout_s_002632.png,91.0,11
46208,../images/southwestern_toad_s_000147.png,,6
17347,../images/sparrow_s_001435.png,,2
11057,../images/lippizan_s_000585.png,,7
24560,../images/felis_domesticus_s_000636.png,,3
14503,../images/broodmare_s_001865.png,,7
16891,../images/musk_deer_s_000224.png,,4
20989,../images/stud_mare_s_000064.png,,7
2974,../images/pleasure_boat_s_000623.png,,8
50332,../images/house_cat_s_000765.png,,3
40643,../images/tomcat_s_001417.png,,3
39998,../images/bird_s_001710.png,,2
