,image,final_labels,labels
62086,../images/female_child_s_001037.png,35.0,24
34487,../images/appaloosa_s_002175.png,,7
26287,../images/flying_bird_s_000115.png,,2
23405,../images/pontoon_s_000296.png,,8
11621,../images/broodmare_s_000945.png,,7
43152,../images/gelding_s_001516.png,,7
59060,../images/pantechnicon_s_000001.png,,9
1622,../images/camion_s_001870.png,,9
4939,../images/broodmare_s_000586.png,,7
18872,../images/finch_s_000821.png,,2
71245,../images/tulipa_clusiana_s_000266.png,92.0,12
55913,../images/quarter_horse_s_001964.png,,7
15782,../images/dump_truck_s_002280.png,,9
34108,../images/compact_car_s_000852.png,,1
42278,../images/delivery_truck_s_000538.png,,9
12177,../images/canis_familiaris_s_000789.png,,5
27574,../images/mare_s_000967.png,,7
24736,../images/passerine_s_001685.png,,2
16427,../images/house_cat_s_000809.png,,3
70029,../images/macoun_s_000004.png,0.0,24
27232,../images/arabian_s_002053.png,,7
29613,../images/fallow_deer_s_000571.png,,4
72442,../images/bell_pepper_s_000586.png,83.0,24
15044,../images/airbus_s_001712.png,,0
56713,../images/ostrich_s_001590.png,,2
70939,../images/winter_flounder_s_000078.png,32.0,11
23085,../images/barge_s_000042.png,,8
26844,../images/odocoileus_hemionus_s_000888.png,,4
36199,../images/muntjac_s_000360.png,,4
51372,../images/police_cruiser_s_000007.png,,1
71719,../images/poppy_s_000335.png,62.0,12
2925,../images/american_toad_s_000111.png,,6
34464,../images/odocoileus_hemionus_s_000020.png,,4
21852,../images/quarter_horse_s_001526.png,,7
34002,../images/airbus_s_002259.png,,0
12602,../images/emu_s_001142.png,,2
12976,../images/delivery_truck_s_001289.png,,9
72710,../images/red_delicious_s_001240.png,0.0,24
43382,../images/alley_cat_s_001319.png,,3
57977,../images/guard_boat_s_000109.png,,8
8901,../images/quarter_horse_s_001831.png,,7
69359,../images/rosebush_s_001219.png,70.0,12
47692,../images/trailer_truck_s_000332.png,,9
14613,../images/pontoon_s_000192.png,,8
61971,../images/shark_s_000645.png,73.0,11
3522,../images/odocoileus_hemionus_s_000026.png,,4
23979,../images/dump_truck_s_001382.png,,9
7946,../images/felis_catus_s_001399.png,,3
72494,../images/rose_s_000235.png,70.0,12
65293,../images/bartlett_pear_s_000192.png,57.0,24
58198,../images/woodland_caribou_s_000866.png,,4
13014,../images/walking_horse_s_001410.png,,7
53362,../images/convertible_s_000437.png,,1
36223,../images/delivery_truck_s_000647.png,,9
5811,../images/car_s_000673.png,,1
17469,../images/lipizzan_s_000186.png,,7
58233,../images/brocket_s_000692.png,,4
50234,../images/ship_s_000124.png,,8
19648,../images/boat_s_002461.png,,8
74269,../images/boy_s_001336.png,11.0,24
20410,../images/felis_catus_s_001179.png,,3
41886,../images/maltese_s_000505.png,,5
7092,../images/bufo_bufo_s_001361.png,,6
39404,../images/compact_car_s_001853.png,,1
56487,../images/frog_s_002808.png,,6
74314,../images/oil_palm_s_000186.png,56.0,27
4125,../images/dog_s_002089.png,,5
19702,../images/fawn_s_002019.png,,4
35811,../images/fallow_deer_s_000442.png,,4
26716,../images/tabby_s_000776.png,,3
73734,../images/sunflower_s_000447.png,82.0,12
3048,../images/western_toad_s_000309.png,,6
12558,../images/house_cat_s_000908.png,,3
35154,../images/felis_catus_s_001664.png,,3
28938,../images/compact_car_s_000902.png,,1
22440,../images/passenger_ship_s_001958.png,,8
8886,../images/tipper_truck_s_001546.png,,9
34327,../images/funny_wagon_s_000168.png,,1
10420,../images/compact_car_s_000603.png,,1
68780,../images/orchid_s_001178.png,54.0,12
35523,../images/stud_mare_s_000290.png,,7
5307,../images/lippizan_s_000485.png,,7
31665,../images/auto_s_000172.png,,1
18403,../images/fallow_deer_s_001657.png,,4
34652,../images/bullfrog_s_000293.png,,6
2750,../images/lipizzan_s_001549.png,,7
64248,../images/poppy_s_001902.png,62.0,12
46904,../images/station_wagon_s_000081.png,,1
72127,../images/tulip_s_001295.png,92.0,12
59522,../images/house_cat_s_002101.png,,3
53000,../images/maltese_dog_s_000027.png,,5
16947,../images/automobile_s_000350.png,,1
29785,../images/canis_familiaris_s_000830.png,,5
22761,../images/tabby_s_000774.png,,3
21346,../images/stag_s_001089.png,,4
17068,../images/ladder_truck_s_001419.png,,9
64650,../images/sponge_morel_s_000012.png,51.0,24
9983,../images/dive_bomber_s_001334.png,,0
6803,../images/ship_s_002172.png,,8
29037,../images/mutt_s_001192.png,,5
16865,../images/deer_s_001664.png,,4
55757,../images/elk_s_000898.png,,4
5568,../images/station_wagon_s_000078.png,,1
43554,../images/tabby_s_001351.png,,3
24512,../images/car_s_000029.png,,1
24918,../images/leopard_frog_s_000678.png,,6
10323,../images/stealth_fighter_s_000941.png,,0
18842,../images/pontoon_s_001270.png,,8
63190,../images/bosc_s_000811.png,57.0,24
16414,../images/container_ship_s_000147.png,,8
12578,../images/pekinese_s_002095.png,,5
46324,../images/airliner_s_001248.png,,0
56793,../images/true_cat_s_000624.png,,3
56746,../images/cassowary_s_000353.png,,2
73966,../images/pine_tree_s_000143.png,59.0,27
29873,../images/houseboat_s_000409.png,,8
51201,../images/saddle_horse_s_001387.png,,7
66664,../images/golden_delicious_s_000148.png,0.0,24
40274,../images/leptodactylid_s_000064.png,,6
12497,../images/delivery_truck_s_000079.png,,9
25059,../images/green_frog_s_001217.png,,6
49114,../images/fawn_s_000706.png,,4
50282,../images/toad_s_001111.png,,6
17708,../images/chihuahua_s_000684.png,,5
40888,../images/cat_s_000399.png,,3
18413,../images/auto_s_001008.png,,1
39213,../images/fighter_aircraft_s_000208.png,,0
66164,../images/rose_s_001024.png,70.0,12
68843,../images/pine_s_000698.png,59.0,27
44377,../images/pekingese_s_001469.png,,5
3045,../images/truck_s_000033.png,,9
71530,../images/pear_s_001150.png,57.0,24
71322,../images/mushroom_s_001877.png,51.0,24
58655,../images/ferry_s_000254.png,,8
66819,../images/lady_tulip_s_000176.png,92.0,12
36668,../images/ladder_truck_s_001454.png,,9
21212,../images/sound_truck_s_000854.png,,9
8092,../images/struthio_camelus_s_000388.png,,2
42383,../images/odocoileus_hemionus_s_000715.png,,4
40285,../images/alces_alces_s_000348.png,,4
4567,../images/stealth_bomber_s_002000.png,,0
35118,../images/rana_pipiens_s_000666.png,,6
22370,../images/biplane_s_000767.png,,0
9162,../images/struthio_camelus_s_000083.png,,2
14143,../images/quarter_horse_s_000340.png,,7
29060,../images/airliner_s_000089.png,,0
70018,../images/infant_s_001730.png,2.0,24
58142,../images/stud_mare_s_001116.png,,7
65460,../images/golden_delicious_s_000167.png,0.0,24
17127,../images/skylark_s_000068.png,,2
54165,../images/scow_s_000203.png,,8
29106,../images/leopard_frog_s_001880.png,,6
67241,../images/palm_tree_s_001134.png,56.0,27
70039,../images/willow_s_000137.png,96.0,27
36211,../images/true_cat_s_000878.png,,3
19300,../images/arab_s_000156.png,,7
61841,../images/poppy_s_000723.png,62.0,12
4789,../images/toad_s_002860.png,,6
3590,../images/bufo_viridis_s_000051.png,,6
10328,../images/dawn_horse_s_001935.png,,7
48525,../images/natterjack_s_000434.png,,6
18993,../images/cat_s_001938.png,,3
59406,../images/maltese_s_001431.png,,5
18433,../images/bullfrog_s_000542.png,,6
4163,../images/airliner_s_001562.png,,0
45921,../images/domestic_cat_s_000104.png,,3
3467,../images/car_s_000529.png,,1
9644,../images/cargo_ship_s_002050.png,,8
64218,../images/trout_s_000086.png,91.0,11
8201,../images/convertible_s_000298.png,,1
34629,../images/coupe_s_000352.png,,1
43094,../images/lippizaner_s_000890.png,,7
59104,../images/red_deer_s_000307.png,,4
92,../images/banana_boat_s_001324.png,,8
66960,../images/bosc_s_001822.png,57.0,24
66754,../images/shark_s_001887.png,73.0,11
47913,../images/pekinese_s_000533.png,,5
50404,../images/abandoned_ship_s_000635.png,,8
41936,../images/spadefoot_s_000019.png,,6
15262,../images/nandu_s_000735.png,,2
18238,../images/automobile_s_000642.png,,1
59594,../images/tipper_s_001370.png,,9
7356,../images/dama_dama_s_000080.png,,4
830,../images/passerine_s_000376.png,,2
1999,../images/hangar_queen_s_000162.png,,0
18184,../images/ostrich_s_002461.png,,2
7252,../images/rana_catesbeiana_s_001731.png,,6
16198,../images/gelding_s_000207.png,,7
6067,../images/jumbo_jet_s_000033.png,,0
8421,../images/airbus_s_000788.png,,0
25345,../images/true_frog_s_000005.png,,6
41506,../images/broodmare_s_001651.png,,7
71093,../images/pinus_edulis_s_000374.png,59.0,27
13883,../images/cabin_cruiser_s_001041.png,,8
6553,../images/attack_aircraft_s_001340.png,,0
56757,../images/cervus_elaphus_s_000002.png,,4
45687,../images/automobile_s_000492.png,,1
28287,../images/speedboat_s_001994.png,,8
49223,../images/felis_catus_s_001356.png,,3
14219,../images/lippizan_s_000479.png,,7
28936,../images/gelding_s_000111.png,,7
27018,../images/moving_van_s_000197.png,,9
41566,../images/feist_s_000358.png,,5
53541,../images/sparrow_s_001661.png,,2
66200,../images/female_child_s_000436.png,35.0,24
24939,../images/fighter_aircraft_s_000263.png,,0
34537,../images/fighter_aircraft_s_000074.png,,0
51004,../images/passenger_ship_s_001728.png,,8
34422,../images/green_frog_s_001797.png,,6
44054,../images/racing_boat_s_000244.png,,8
54128,../images/car_s_001975.png,,1
37907,../images/spring_frog_s_001521.png,,6
2674,../images/toad_frog_s_000908.png,,6
31194,../images/cat_s_002128.png,,3
66887,../images/acer_saccharinum_s_001480.png,47.0,27
10297,../images/stealth_fighter_s_000503.png,,0
68883,../images/cain_s_001438.png,46.0,24
6614,../images/emu_s_000263.png,,2
58887,../images/muntjac_s_000614.png,,4
20394,../images/pekinese_s_001557.png,,5
51650,../images/pekingese_s_000032.png,,5
12155,../images/cat_s_000051.png,,3
6885,../images/car_s_000273.png,,1
64240,../images/lady_tulip_s_000279.png,92.0,12
54976,../images/pekinese_s_002105.png,,5
45051,../images/puppy_s_001805.png,,5
46881,../images/biplane_s_000001.png,,0
18912,../images/muntjac_s_001566.png,,4
35958,../images/passerine_s_000024.png,,2
35259,../images/wagtail_s_001589.png,,2
69781,../images/pine_tree_s_000999.png,59.0,27
30919,../images/arabian_s_000781.png,,7
31186,../images/dump_truck_s_000013.png,,9
65557,../images/acer_saccharum_s_000410.png,47.0,27
57418,../images/cargo_ship_s_001556.png,,8
9264,../images/blenheim_spaniel_s_000969.png,,5
4406,../images/japanese_spaniel_s_000412.png,,5
18327,../images/packet_boat_s_001231.png,,8
73751,../images/northern_spy_s_000692.png,0.0,24
69308,../images/boy_s_001420.png,11.0,24
51221,../images/delivery_truck_s_000583.png,,9
74063,../images/male_child_s_000780.png,11.0,24
61440,../images/quercus_petraea_s_000883.png,52.0,27
10375,../images/dump_truck_s_000049.png,,9
6659,../images/cruiser_s_000151.png,,1
4313,../images/powerboat_s_000114.png,,8
10273,../images/western_toad_s_000670.png,,6
37597,../images/delivery_truck_s_000725.png,,9
37070,../images/tipper_s_001348.png,,9
73196,../images/palm_tree_s_002163.png,56.0,27
64813,../images/poppy_s_000137.png,62.0,12
46553,../images/jetliner_s_001981.png,,0
59384,../images/alces_alces_s_000718.png,,4
39871,../images/felis_domesticus_s_000468.png,,3
55482,../images/toy_s_000041.png,,5
22672,../images/wagtail_s_001566.png,,2
3506,../images/wagtail_s_001782.png,,2
34218,../images/emu_s_001885.png,,2
11383,../images/delivery_truck_s_000271.png,,9
35283,../images/fighter_s_000857.png,,0
44100,../images/boat_s_000133.png,,8
12651,../images/finch_s_000327.png,,2
33996,../images/stealth_bomber_s_000668.png,,0
58771,../images/bufo_viridis_s_000114.png,,6
50432,../images/tabby_s_001869.png,,3
13725,../images/tabby_s_000264.png,,3
46878,../images/trucking_rig_s_001616.png,,9
32048,../images/pekinese_s_000374.png,,5
12326,../images/toy_spaniel_s_001686.png,,5
16615,../images/rangifer_caribou_s_000213.png,,4
22779,../images/toy_spaniel_s_001123.png,,5
30345,../images/deer_s_000621.png,,4
4323,../images/mule_deer_s_001651.png,,4
70672,../images/sunflower_s_001018.png,82.0,12
38225,../images/remount_s_000004.png,,7
45196,../images/capreolus_capreolus_s_000436.png,,4
53438,../images/tipper_s_001596.png,,9
64096,../images/shark_s_000534.png,73.0,11
62660,../images/black_woman_s_001350.png,98.0,24
19184,../images/frog_s_002164.png,,6
59906,../images/beach_wagon_s_000682.png,,1
48690,../images/banana_boat_s_001375.png,,8
61967,../images/navel_orange_s_001332.png,53.0,24
26520,../images/toy_s_001514.png,,5
7008,../images/ostrich_s_002004.png,,2
41541,../images/camion_s_002094.png,,9
58039,../images/compact_car_s_001037.png,,1
8826,../images/dump_truck_s_000861.png,,9
35585,../images/bufo_debilis_s_000185.png,,6
10008,../images/stealth_fighter_s_000898.png,,0
48155,../images/maltese_s_000478.png,,5
18524,../images/stud_mare_s_001341.png,,7
6766,../images/transporter_s_001170.png,,9
15706,../images/mouser_s_001176.png,,3
72492,../images/sweater_girl_s_000840.png,35.0,24
40785,../images/merchant_ship_s_000050.png,,8
56508,../images/reconnaissance_plane_s_000357.png,,0
25805,../images/mongrel_s_001732.png,,5
47605,../images/mule_deer_s_002273.png,,4
40491,../images/container_ship_s_002342.png,,8
53841,../images/delivery_truck_s_001370.png,,9
35582,../images/tabby_cat_s_002619.png,,3
13040,../images/wagon_s_000221.png,,1
59792,../images/sea_boat_s_000228.png,,8
60231,../images/morel_s_000723.png,51.0,24
43732,../images/caribou_s_001018.png,,4
74982,../images/pear_s_000903.png,57.0,24
47535,../images/convertible_s_000015.png,,1
49963,../images/articulated_lorry_s_000456.png,,9
9679,../images/grass_frog_s_000840.png,,6
47089,../images/propeller_plane_s_000963.png,,0
52206,../images/compact_car_s_002321.png,,1
32251,../images/jetliner_s_000646.png,,0
52937,../images/felis_domesticus_s_000496.png,,3
59819,../images/true_cat_s_001874.png,,3
71439,../images/tulipa_clusiana_s_000055.png,92.0,12
70854,../images/rose_s_001036.png,70.0,12
27909,../images/house_cat_s_001234.png,,3
11526,../images/sika_s_001033.png,,4
31629,../images/frog_s_002814.png,,6
74539,../images/bell_pepper_s_001338.png,83.0,24
24082,../images/felis_domesticus_s_000495.png,,3
10333,../images/lipizzan_s_000113.png,,7
22214,../images/scow_s_000055.png,,8
7691,../images/tipper_truck_s_000383.png,,9
65992,../images/bartlett_pear_s_000049.png,57.0,24
2096,../images/cargo_ship_s_000698.png,,8
27564,../images/aerial_ladder_truck_s_000478.png,,9
19045,../images/american_elk_s_000591.png,,4
59680,../images/container_ship_s_000022.png,,8
45561,../images/broodmare_s_001134.png,,7
4814,../images/toy_spaniel_s_000824.png,,5
18731,../images/puppy_s_000043.png,,5
5221,../images/felis_catus_s_000489.png,,3
20646,../images/gelding_s_000939.png,,7
72733,../images/man_s_000233.png,46.0,24
4581,../images/true_cat_s_001299.png,,3
68011,../images/electric_ray_s_000503.png,67.0,11
22825,../images/barking_deer_s_000208.png,,4
67165,../images/trout_s_002365.png,91.0,11
45690,../images/cervus_elaphus_s_001630.png,,4
12591,../images/odocoileus_hemionus_s_000326.png,,4
62962,../images/cichlid_s_000765.png,1.0,11
33936,../images/lippizan_s_000475.png,,7
22662,../images/tabby_cat_s_002115.png,,3
54065,../images/deer_s_000103.png,,4
24796,../images/maltese_s_001053.png,,5
11743,../images/tabby_s_000513.png,,3
26045,../images/airbus_s_000828.png,,0
20803,../images/bufo_bufo_s_001055.png,,6
9674,../images/passenger_ship_s_000572.png,,8
18088,../images/songbird_s_001245.png,,2
12927,../images/car_s_000740.png,,1
49654,../images/merchantman_s_001688.png,,8
65924,../images/anjou_s_000466.png,57.0,24
21952,../images/tabby_cat_s_001435.png,,3
51713,../images/lightship_s_000763.png,,8
26561,../images/trailer_truck_s_000348.png,,9
19449,../images/mouser_s_001342.png,,3
14404,../images/bird_s_000441.png,,2
72447,../images/lady_tulip_s_000325.png,92.0,12
53851,../images/fawn_s_000603.png,,4
53020,../images/compact_car_s_001997.png,,1
59284,../images/gelding_s_001407.png,,7
24272,../images/nandu_s_000389.png,,2
43369,../images/motorcar_s_002165.png,,1
23759,../images/fire_truck_s_001477.png,,9
8483,../images/passenger_ship_s_002080.png,,8
55779,../images/felis_catus_s_001679.png,,3
32484,../images/fighter_aircraft_s_001121.png,,0
70119,../images/tulip_s_000046.png,92.0,12
56148,../images/alces_alces_s_001450.png,,4
17044,../images/deer_s_001004.png,,4
28789,../images/deer_s_001258.png,,4
73720,../images/red_maple_s_000229.png,47.0,27
28849,../images/struthio_camelus_s_000532.png,,2
70083,../images/cichlid_s_001550.png,1.0,11
65067,../images/navel_orange_s_000235.png,53.0,24
13228,../images/pipit_s_000469.png,,2
20199,../images/convertible_s_001950.png,,1
44206,../images/wrecker_s_001821.png,,9
48408,../images/wrecker_s_001881.png,,9
59225,../images/mongrel_s_001620.png,,5
41167,../images/twinjet_s_000921.png,,0
21060,../images/arabian_s_000348.png,,7
10864,../images/passenger_ship_s_000546.png,,8
69972,../images/rose_s_000487.png,70.0,12
27594,../images/passerine_s_000254.png,,2
13309,../images/muntjac_s_001429.png,,4
17923,../images/canal_boat_s_000042.png,,8
48264,../images/funny_wagon_s_000266.png,,1
64915,../images/pearmain_s_000118.png,0.0,24
45429,../images/rana_catesbeiana_s_001271.png,,6
3926,../images/tailed_toad_s_000203.png,,6
42106,../images/car_transporter_s_001303.png,,9
27717,../images/tipper_truck_s_001002.png,,9
66174,../images/shark_s_001356.png,73.0,11
42346,../images/tipper_truck_s_001448.png,,9
27089,../images/wagon_s_001835.png,,1
65011,../images/quercus_bicolor_s_000039.png,52.0,27
30361,../images/tabby_cat_s_001653.png,,3
61727,../images/navel_orange_s_000460.png,53.0,24
4386,../images/riding_horse_s_000302.png,,7
3808,../images/motorcar_s_002110.png,,1
44990,../images/pekingese_s_000094.png,,5
53004,../images/elk_s_000197.png,,4
69967,../images/quercus_rubra_s_001619.png,52.0,27
1209,../images/dunnock_s_001623.png,,2
61558,../images/maple_s_000235.png,47.0,27
65648,../images/boy_s_000328.png,11.0,24
18903,../images/bufo_viridis_s_001135.png,,6
58224,../images/mouser_s_001587.png,,3
4459,../images/convertible_s_002013.png,,1
27149,../images/rhea_s_002271.png,,2
67612,../images/bosc_s_000058.png,57.0,24
43458,../images/jumbo_jet_s_000010.png,,0
23168,../images/tomcat_s_002204.png,,3
17258,../images/trucking_rig_s_001666.png,,9
448,../images/propeller_plane_s_000451.png,,0
71123,../images/bosc_s_000214.png,57.0,24
29573,../images/toad_s_000048.png,,6
65777,../images/pine_tree_s_000889.png,59.0,27
67262,../images/salix_alba_s_000124.png,96.0,27
48681,../images/coupe_s_001118.png,,1
61576,../images/numbfish_s_000004.png,67.0,11
16803,../images/tipper_truck_s_000595.png,,9
32440,../images/quarter_horse_s_000751.png,,7
48864,../images/passenger_ship_s_001143.png,,8
12486,../images/moving_van_s_000991.png,,9
49328,../images/cock_s_000285.png,,2
29807,../images/police_cruiser_s_000938.png,,1
51685,../images/powerboat_s_000017.png,,8
74825,../images/boy_s_001188.png,11.0,24
57138,../images/stealth_bomber_s_001795.png,,0
21303,../images/roe_deer_s_000025.png,,4
57236,../images/auto_s_001407.png,,1
38010,../images/stealth_fighter_s_001748.png,,0
7576,../images/alauda_arvensis_s_001276.png,,2
71296,../images/pine_tree_s_000142.png,59.0,27
31090,../images/ostrich_s_002268.png,,2
64120,../images/sea_trout_s_000398.png,91.0,11
60710,../images/valencia_orange_s_000168.png,53.0,24
12230,../images/stealth_bomber_s_001218.png,,0
45059,../images/aerial_ladder_truck_s_000474.png,,9
51015,../images/elk_s_000647.png,,4
72338,../images/boy_s_000087.png,11.0,24
16810,../images/automobile_s_001097.png,,1
6413,../images/lorry_s_000859.png,,9
72722,../images/bachelor_girl_s_000961.png,98.0,24
5177,../images/american_toad_s_000176.png,,6
72149,../images/tulip_s_000058.png,92.0,12
21834,../images/toy_dog_s_000864.png,,5
26163,../images/lipizzan_s_000080.png,,7
37088,../images/tipper_s_001653.png,,9
9051,../images/tomcat_s_000118.png,,3
8555,../images/stallion_s_000642.png,,7
4036,../images/ferry_s_000058.png,,8
45938,../images/mule_deer_s_000102.png,,4
59650,../images/container_vessel_s_000235.png,,8
4085,../images/accentor_s_000664.png,,2
58137,../images/pleasure_boat_s_000004.png,,8
43484,../images/emu_s_000219.png,,2
46509,../images/accentor_s_001243.png,,2
42615,../images/sparrow_s_001540.png,,2
50963,../images/western_toad_s_000335.png,,6
39820,../images/station_wagon_s_002617.png,,1
64469,../images/anjou_s_000444.png,57.0,24
25144,../images/jumbojet_s_001038.png,,0
62487,../images/poppy_s_002484.png,62.0,12
6980,../images/tabby_s_002308.png,,3
72527,../images/mushroom_s_002221.png,51.0,24
40541,../images/cow_pony_s_000464.png,,7
27955,../images/oil_tanker_s_001458.png,,8
65298,../images/adam_s_002033.png,46.0,24
25781,../images/japanese_deer_s_001051.png,,4
57776,../images/japanese_spaniel_s_001283.png,,5
63176,../images/trout_s_001243.png,91.0,11
43730,../images/felis_domesticus_s_000317.png,,3
7118,../images/freighter_s_000067.png,,8
25208,../images/coupe_s_001203.png,,1
15426,../images/rangifer_tarandus_s_000862.png,,4
10959,../images/nandu_s_001704.png,,2
47306,../images/tomcat_s_002653.png,,3
211,../images/broodmare_s_000707.png,,7
30724,../images/rana_temporaria_s_000006.png,,6
14480,../images/bufo_debilis_s_000133.png,,6
34493,../images/motorcar_s_001449.png,,1
72517,../images/silver_maple_s_001202.png,47.0,27
6751,../images/motorcar_s_001135.png,,1
27855,../images/attack_aircraft_s_000833.png,,0
37220,../images/pantechnicon_s_000179.png,,9
60210,../images/bartlett_pear_s_000594.png,57.0,24
19655,../images/ostrich_s_001004.png,,2
61195,../images/navel_orange_s_000854.png,53.0,24
22268,../images/speedboat_s_000431.png,,8
73078,../images/trout_s_001682.png,91.0,11
49768,../images/auto_s_001102.png,,1
26469,../images/leopard_frog_s_002021.png,,6
13749,../images/walking_horse_s_001752.png,,7
16333,../images/bufo_marinus_s_000353.png,,6
60360,../images/bartlett_pear_s_000292.png,57.0,24
46712,../images/tabby_cat_s_002634.png,,3
33406,../images/icebreaker_s_001649.png,,8
42926,../images/ocean_liner_s_000003.png,,8
62164,../images/pine_tree_s_000906.png,59.0,27
29166,../images/lippizaner_s_001890.png,,7
33112,../images/taxi_s_001659.png,,1
73917,../images/quercus_ellipsoidalis_s_000082.png,52.0,27
34247,../images/sika_s_000158.png,,4
31556,../images/biplane_s_001707.png,,0
23220,../images/estate_car_s_001549.png,,1
47441,../images/alces_alces_s_001505.png,,4
63157,../images/willow_tree_s_000029.png,96.0,27
47404,../images/fighter_aircraft_s_001106.png,,0
43787,../images/wrecker_s_000723.png,,9
21608,../images/passenger_ship_s_002216.png,,8
26452,../images/car_s_000815.png,,1
5020,../images/bufo_viridis_s_001340.png,,6
35232,../images/chihuahua_s_001852.png,,5
39094,../images/cabin_cruiser_s_000271.png,,8
27848,../images/capreolus_capreolus_s_000602.png,,4
65850,../images/mako_shark_s_000281.png,73.0,11
32132,../images/barge_s_000169.png,,8
8642,../images/broodmare_s_000756.png,,7
72876,../images/female_child_s_001058.png,35.0,24
1525,../images/chihuahua_s_000229.png,,5
26212,../images/american_elk_s_000015.png,,4
51563,../images/tractor_s_000126.png,,9
47428,../images/biplane_s_001052.png,,0
46895,../images/passerine_s_000576.png,,2
73272,../images/morchella_esculenta_s_000048.png,51.0,24
1057,../images/felis_catus_s_000482.png,,3
38061,../images/spadefoot_s_000796.png,,6
69555,../images/adam_s_002092.png,46.0,24
27266,../images/alauda_arvensis_s_001217.png,,2
73386,../images/baby_s_000609.png,2.0,24
73259,../images/infant_s_000179.png,2.0,24
29368,../images/cervus_elaphus_s_000279.png,,4
21283,../images/car_s_001077.png,,1
47057,../images/maltese_dog_s_001021.png,,5
59978,../images/tennessee_walker_s_000078.png,,7
55073,../images/barge_s_000363.png,,8
59159,../images/moving_van_s_000626.png,,9
62210,../images/turbot_s_000518.png,32.0,11
64958,../images/bell_pepper_s_000301.png,83.0,24
46677,../images/bufo_bufo_s_000834.png,,6
57177,../images/bird_s_000010.png,,2
37827,../images/capreolus_capreolus_s_001234.png,,4
28149,../images/domestic_cat_s_001981.png,,3
61224,../images/jeune_fille_s_000016.png,35.0,24
70907,../images/electric_ray_s_001185.png,67.0,11
70900,../images/rose_s_000610.png,70.0,12
26302,../images/tabby_s_000518.png,,3
27104,../images/stealth_fighter_s_001215.png,,0
8126,../images/dump_truck_s_002206.png,,9
61622,../images/boy_s_001221.png,11.0,24
40163,../images/cassowary_s_000678.png,,2
34545,../images/tabby_cat_s_000077.png,,3
13804,../images/bufo_bufo_s_000083.png,,6
38390,../images/house_cat_s_001244.png,,3
35481,../images/tabby_cat_s_002569.png,,3
60242,../images/palm_s_002018.png,56.0,27
23224,../images/stealth_fighter_s_000359.png,,0
70700,../images/maple_s_001797.png,47.0,27
42051,../images/tennessee_walker_s_000831.png,,7
59265,../images/shooting_brake_s_000019.png,,1
43488,../images/bullfrog_s_002017.png,,6
28623,../images/beach_wagon_s_000012.png,,1
832,../images/bird_s_000356.png,,2
11050,../images/anthus_pratensis_s_000608.png,,2
38409,../images/european_toad_s_000088.png,,6
2144,../images/japanese_deer_s_000817.png,,4
47105,../images/jetliner_s_001283.png,,0
33148,../images/monoplane_s_000413.png,,0
4831,../images/rana_temporaria_s_000226.png,,6
17459,../images/barge_s_000492.png,,8
33167,../images/muntjac_s_000970.png,,4
7183,../images/airliner_s_001689.png,,0
74337,../images/abel_s_000773.png,46.0,24
13286,../images/wagtail_s_001430.png,,2
25798,../images/red_deer_s_002350.png,,4
48093,../images/emu_s_001160.png,,2
54877,../images/pickerel_frog_s_000056.png,,6
51194,../images/american_elk_s_001040.png,,4
51936,../images/tabby_s_002061.png,,3
19006,../images/deer_s_000011.png,,4
38625,../images/cargo_vessel_s_001808.png,,8
73854,../images/sunflower_s_001493.png,82.0,12
46927,../images/pekinese_s_000531.png,,5
27608,../images/cat_s_002497.png,,3
2590,../images/merchant_ship_s_000262.png,,8
20077,../images/ostrich_s_000925.png,,2
52694,../images/automobile_s_001089.png,,1
20158,../images/appaloosa_s_000241.png,,7
38342,../images/stealth_bomber_s_002298.png,,0
59652,../images/maltese_s_000182.png,,5
25610,../images/toy_spaniel_s_000996.png,,5
5477,../images/propeller_plane_s_001194.png,,0
36704,../images/leopard_frog_s_001556.png,,6
9247,../images/car_s_001764.png,,1
62238,../images/silver_maple_s_000304.png,47.0,27
18100,../images/airliner_s_000178.png,,0
51079,../images/bufo_boreas_s_000067.png,,6
39402,../images/convertible_s_001101.png,,1
9487,../images/sound_truck_s_000234.png,,9
47569,../images/aerial_ladder_truck_s_000560.png,,9
9005,../images/tabby_s_000849.png,,3
28512,../images/biplane_s_000744.png,,0
41779,../images/pilot_boat_s_000054.png,,8
39104,../images/fighter_aircraft_s_000660.png,,0
40328,../images/stealth_bomber_s_000287.png,,0
57705,../images/quarter_horse_s_000380.png,,7
70421,../images/sweet_pepper_s_001795.png,83.0,24
57772,../images/felis_catus_s_000636.png,,3
171,../images/emu_s_000072.png,,2
40239,../images/maltese_s_001628.png,,5
47047,../images/leopard_frog_s_000624.png,,6
67366,../images/black_woman_s_000583.png,98.0,24
56232,../images/passerine_s_000299.png,,2
1666,../images/deer_s_001346.png,,4
20551,../images/cassowary_s_000703.png,,2
18931,../images/cervus_elaphus_s_000841.png,,4
70812,../images/little_girl_s_001410.png,35.0,24
9028,../images/dump_truck_s_000438.png,,9
9781,../images/compact_car_s_001477.png,,1
26567,../images/appaloosa_s_000037.png,,7
47910,../images/nandu_s_001475.png,,2
38486,../images/lipizzan_s_000170.png,,7
58117,../images/dredger_s_000859.png,,8
59176,../images/liberty_ship_s_000741.png,,8
19358,../images/japanese_deer_s_000085.png,,4
7919,../images/cassowary_s_001824.png,,2
4806,../images/dunnock_s_000263.png,,2
